signal_date,entry_date,symbol,score,gross_ret,net_ret,win,flag_bearTrap,flag_sellPressure,flag_lowSessionLiq,flag_lowVol,flag_volCritical,flag_deepDowntrend
2018-07-06,2018-07-09,MSN,4.5,0.06890677711346413,0.06490677711346413,True,False,False,False,False,False,True
2018-07-06,2018-07-09,PDR,4.5,0.04011998500187473,0.03611998500187473,True,False,False,False,False,False,True
2018-07-09,2018-07-10,PDR,5.0,-0.01379057847205288,-0.01779057847205288,False,False,False,False,False,False,True
2018-07-09,2018-07-10,POW,4.5,0.058836069068428865,0.05483606906842886,True,False,False,False,False,False,True
2018-07-10,2018-07-11,BSR,5.5,-0.03309036214277465,-0.037090362142774655,False,False,True,False,False,False,True
2018-07-10,2018-07-11,POW,5.0,0.08627665390924,0.08227665390924,True,False,False,False,True,False,True
2018-07-10,2018-07-11,PDR,4.0,-0.0019760405088304327,-0.005976040508830433,False,False,False,False,True,False,True
2018-07-11,2018-07-12,BSR,7.0,0.02797800855222959,0.02397800855222959,True,False,True,False,False,False,True
2018-07-11,2018-07-12,DIG,4.5,0.09485914372115219,0.09085914372115218,True,False,True,False,False,False,True
2018-07-11,2018-07-12,DXG,4.5,0.2562718924547949,0.2522718924547949,True,False,False,False,False,False,True
2018-07-11,2018-07-12,POW,4.5,0.15463560885608846,0.15063560885608845,True,False,False,False,False,False,True
2018-07-12,2018-07-13,BSR,6.0,0.03506414172266329,0.03106414172266329,True,False,False,False,True,False,True
2018-07-12,2018-07-13,DXG,5.0,0.2166174683104705,0.2126174683104705,True,False,False,False,True,False,True
2018-07-12,2018-07-13,POW,4.5,0.21291837933059293,0.20891837933059293,True,False,False,False,False,False,True
2018-07-13,2018-07-16,BSR,6.5,0.07538590403254766,0.07138590403254766,True,False,False,False,True,False,True
2018-07-13,2018-07-16,POW,5.0,0.21110205981612942,0.20710205981612942,True,True,False,False,True,True,True
2018-07-16,2018-07-17,POW,4.5,0.18020797623128787,0.17620797623128787,True,True,False,False,True,True,True
2018-07-17,2018-07-18,POW,6.0,0.18184963099630994,0.17784963099630993,True,True,False,False,True,False,True
2018-08-06,2018-08-07,VNM,4.5,0.018745766244593915,0.014745766244593915,True,False,False,False,False,False,False
2018-08-07,2018-08-08,VNM,5.5,0.0723610235032773,0.0683610235032773,True,False,True,False,False,False,False
2018-08-08,2018-08-09,VNM,7.5,0.03354704237243407,0.02954704237243407,True,False,False,False,False,False,False
2018-08-10,2018-08-13,VNM,4.5,0.021015599070693638,0.017015599070693638,True,False,False,False,False,False,False
2018-09-06,2018-09-07,TCB,4.5,0.13200677392040636,0.12800677392040635,True,False,True,False,False,False,False
2018-09-06,2018-09-07,VNM,4.5,0.12950651468087196,0.12550651468087196,True,False,False,False,False,False,False
2018-09-07,2018-09-10,TCB,4.5,0.10625885490457526,0.10225885490457526,True,False,False,False,False,False,False
2018-09-21,2018-09-24,NVL,4.0,0.0,-0.004,False,False,True,False,False,False,False
2018-10-11,2018-10-12,VCB,6.0,-0.06140350877192987,-0.06540350877192987,False,False,True,False,False,False,False
2018-10-11,2018-10-12,BSR,5.5,-0.04261212314903594,-0.04661212314903594,False,False,True,False,False,False,False
2018-10-11,2018-10-12,MSN,5.5,0.014587533395617193,0.010587533395617193,True,False,True,False,False,False,True
2018-10-11,2018-10-12,ACB,4.5,-0.07509939625975566,-0.07909939625975566,False,False,True,False,False,False,False
2018-10-11,2018-10-12,PLX,4.5,-0.06935423039852497,-0.07335423039852497,False,False,True,False,False,False,False
2018-10-11,2018-10-12,VIC,4.5,0.036555862002225666,0.03255586200222567,True,False,True,False,False,False,False
2018-10-11,2018-10-12,VPB,4.5,-0.10231281850254796,-0.10631281850254796,False,False,True,False,False,False,False
2018-10-11,2018-10-12,FPT,4.0,-0.040011921615378816,-0.04401192161537881,False,False,True,False,False,False,False
2018-10-15,2018-10-16,MSN,5.0,-0.005091585485040518,-0.009091585485040517,False,False,False,False,False,False,True
2018-10-15,2018-10-16,VHM,4.5,-0.15048753452195313,-0.15448753452195313,False,False,False,False,True,False,True
2018-10-16,2018-10-17,MSN,5.5,0.03750791713654546,0.033507917136545454,True,False,False,False,True,False,True
2018-10-22,2018-10-23,VJC,6.0,0.042800395660297356,0.03880039566029736,True,False,True,False,False,False,True
2018-10-22,2018-10-23,VND,6.0,-0.021632535333141096,-0.025632535333141096,False,False,True,False,False,False,True
2018-10-23,2018-10-24,VND,7.0,0.028502122498483887,0.024502122498483887,True,False,True,False,False,False,True
2018-10-23,2018-10-24,DHG,5.0,-0.050841349920095216,-0.05484134992009522,False,False,False,False,True,True,False
2018-10-23,2018-10-24,VCB,5.0,-0.005359685118499292,-0.009359685118499293,False,False,False,False,False,False,False
2018-10-23,2018-10-24,PLX,4.5,0.036573497793368784,0.03257349779336878,True,False,False,False,False,False,True
2018-10-23,2018-10-24,VJC,4.5,0.036919931532902295,0.03291993153290229,True,False,False,False,True,False,True
2018-10-24,2018-10-25,VND,7.5,0.09713734319716952,0.09313734319716951,True,False,False,False,True,False,True
2018-10-24,2018-10-25,ACB,5.5,0.017305893358278868,0.013305893358278868,True,False,False,False,False,False,False
2018-10-24,2018-10-25,VCB,5.5,0.05091694586492671,0.046916945864926715,True,False,False,False,False,False,False
2018-10-24,2018-10-25,VJC,5.0,0.08373657016320822,0.07973657016320822,True,False,False,False,True,False,True
2018-10-24,2018-10-25,VNM,5.0,0.0,-0.004,False,False,False,False,False,False,False
2018-10-24,2018-10-25,PLX,4.5,0.11234369678392436,0.10834369678392436,True,False,False,False,False,False,True
2018-10-25,2018-10-26,CTG,6.5,-0.03417686058455502,-0.03817686058455502,False,False,False,False,False,False,True
2018-10-25,2018-10-26,HSG,6.5,-0.1688896298766255,-0.1728896298766255,False,False,False,False,True,False,True
2018-10-25,2018-10-26,VND,6.5,0.005664877757901051,0.0016648777579010513,True,False,False,False,False,False,True
2018-10-25,2018-10-26,VNM,6.0,-0.040203125659384775,-0.04420312565938478,False,False,True,False,False,False,False
2018-10-25,2018-10-26,DIG,5.5,-0.04058373870743581,-0.044583738707435816,False,False,False,False,True,False,True
2018-10-25,2018-10-26,NKG,5.5,-0.2670529801324504,-0.2710529801324504,False,False,False,False,True,False,True
2018-10-25,2018-10-26,DHG,5.0,-0.013946439224158811,-0.01794643922415881,False,False,False,False,True,True,False
2018-10-25,2018-10-26,MWG,5.0,-0.07826054442117858,-0.08226054442117858,False,False,False,False,False,False,False
2018-10-25,2018-10-26,SSI,5.0,-0.01930198630905609,-0.02330198630905609,False,False,False,False,False,False,False
2018-10-25,2018-10-26,VPB,5.0,-0.05787234042553184,-0.061872340425531844,False,False,False,False,False,False,True
2018-10-26,2018-10-29,VHM,8.5,0.21597925685029337,0.21197925685029337,True,False,True,False,False,False,True
2018-10-26,2018-10-29,VPB,6.0,-0.028529839883551636,-0.03252983988355164,False,False,False,False,True,False,True
2018-10-26,2018-10-29,SSI,5.5,0.02915316982878305,0.02515316982878305,True,False,False,False,True,False,False
2018-10-26,2018-10-29,HDB,4.5,-0.06976744186046502,-0.07376744186046502,False,False,False,False,False,False,False
2018-10-26,2018-10-29,VCB,4.5,0.02437313694546718,0.02037313694546718,True,False,False,False,True,False,True
2018-10-26,2018-10-29,VND,4.5,0.06455617628801992,0.06055617628801992,True,False,False,False,True,False,True
2018-10-26,2018-10-29,FPT,4.0,0.03581202595980923,0.031812025959809226,True,False,False,False,False,False,False
2018-10-29,2018-10-30,DIG,8.0,0.04009009009009001,0.03609009009009001,True,False,False,False,True,False,True
2018-10-29,2018-10-30,VHM,6.0,0.26123717465322993,0.2572371746532299,True,False,False,False,False,False,True
2018-10-29,2018-10-30,VPB,6.0,0.005030487804878104,0.0010304878048781043,True,False,False,False,False,False,True
2018-10-29,2018-10-30,MWG,5.5,0.025718732082889675,0.021718732082889675,True,False,True,False,False,False,True
2018-10-29,2018-10-30,DXG,5.0,0.05931188632553687,0.055311886325536866,True,False,False,False,True,False,True
2018-10-29,2018-10-30,VCB,5.0,0.013206130471269072,0.009206130471269072,True,False,False,False,False,False,True
2018-10-29,2018-10-30,ACB,4.5,0.010782104924364223,0.006782104924364223,True,False,False,False,False,False,True
2018-10-29,2018-10-30,CTG,4.5,-0.004548151077714173,-0.008548151077714172,False,False,False,False,False,False,True
2018-10-29,2018-10-30,VJC,4.5,0.02481968775492067,0.02081968775492067,True,True,False,False,True,False,True
2018-10-29,2018-10-30,VND,4.5,0.07388854101440206,0.06988854101440206,True,False,False,False,True,False,True
2018-10-30,2018-10-31,DIG,7.5,0.04009575104727705,0.03609575104727705,True,False,False,False,True,False,True
2018-10-30,2018-10-31,VHM,7.5,0.21669642660317875,0.21269642660317875,True,True,False,False,False,False,True
2018-10-30,2018-10-31,VPB,6.5,-0.043414057885410584,-0.04741405788541059,False,False,False,False,True,False,True
2018-10-30,2018-10-31,CTG,6.0,-0.061974282123175094,-0.06597428212317509,False,False,False,False,True,False,True
2018-10-30,2018-10-31,REE,6.0,-0.019296254256526653,-0.023296254256526653,False,False,True,False,False,False,True
2018-10-30,2018-10-31,VND,6.0,0.03699211643420251,0.03299211643420251,True,False,False,False,True,False,True
2018-10-30,2018-10-31,MWG,5.5,-0.007398862325470382,-0.011398862325470382,False,False,False,False,False,False,True
2018-10-30,2018-10-31,NLG,5.0,0.010812425328554419,0.0068124253285544185,True,False,False,False,True,False,False
2018-10-30,2018-10-31,SSI,5.0,-0.007044654016588954,-0.011044654016588953,False,False,False,False,True,False,False
2018-10-30,2018-10-31,DXG,4.5,0.04848966613672492,0.04448966613672492,True,False,False,False,False,False,True
